,customer_id,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment,CLASS
39650,737348,10,5,47.86,3,2,1,321,Engaged,COPPER
39657,737459,61,5,24.1,2,2,1,221,Engaged,COPPER
39661,737504,46,5,57.800000000000004,2,2,1,221,Engaged,COPPER
39666,737549,63,10,790.2800000000001,2,2,2,222,Engaged,SILVER
39668,737594,5,10,47.02,3,2,1,321,Engaged,COPPER
39673,737627,3,4,100.42,3,2,1,321,Engaged,BRONZE
39674,737636,7,5,75.55,3,2,1,321,Engaged,COPPER
39675,737647,41,8,299.33,2,2,1,221,Engaged,SILVER
39679,737716,29,8,57.88,3,2,1,321,Engaged,COPPER
39680,737739,51,7,387.85999999999996,2,2,1,221,Engaged,SILVER
39689,737886,65,4,63.64000000000001,2,2,1,221,Engaged,COPPER
39694,737950,53,6,214.87,2,2,1,221,Engaged,BRONZE
39698,738061,34,5,106.19,3,2,1,321,Engaged,BRONZE
39699,738063,62,5,28.32,2,2,1,221,Engaged,COPPER
39701,738078,48,4,596.78,2,2,2,222,Engaged,SILVER
39702,738101,70,6,768.62,2,2,2,222,Engaged,SILVER
39709,738176,10,6,30.02,3,2,1,321,Engaged,COPPER
39710,738183,45,5,53.900000000000006,2,2,1,221,Engaged,COPPER
39714,738244,64,4,124.15,2,2,1,221,Engaged,BRONZE
39727,738534,3,9,54.75,3,2,1,321,Engaged,COPPER
39729,738556,57,4,12.18,2,2,1,221,Engaged,COPPER
39731,738581,5,7,172.08999999999997,3,2,1,321,Engaged,BRONZE
39734,738637,49,6,308.99,2,2,1,221,Engaged,SILVER
39736,738659,21,5,30.29,3,2,1,321,Engaged,COPPER
39737,738666,6,4,51.83,3,2,1,321,Engaged,COPPER
39748,738776,74,6,545.1300000000001,2,2,2,222,Engaged,SILVER
39757,738888,4,10,162.69000000000003,3,2,1,321,Engaged,BRONZE
39765,738972,22,7,66.55,3,2,1,321,Engaged,COPPER
39768,739008,28,6,37.99000000000001,3,2,1,321,Engaged,COPPER
39775,739142,55,4,23.68,2,2,1,221,Engaged,COPPER
39779,739205,55,4,256.75,2,2,1,221,Engaged,SILVER
39784,739286,69,4,141.39,2,2,1,221,Engaged,BRONZE
39785,739311,34,7,587.23,3,2,2,322,Engaged,SILVER
39787,739314,44,6,24.479999999999997,2,2,1,221,Engaged,COPPER
39793,739390,18,5,149.1,3,2,1,321,Engaged,BRONZE
39794,739410,19,6,41.53,3,2,1,321,Engaged,COPPER
39795,739412,7,6,1969.2099999999998,3,2,3,323,Engaged,SILVER
39800,739470,4,8,1135.49,3,2,2,322,Engaged,SILVER
39802,739475,3,4,596.55,3,2,2,322,Engaged,SILVER
39804,739558,29,8,63.879999999999995,3,2,1,321,Engaged,COPPER
39805,739575,3,4,67.92,3,2,1,321,Engaged,COPPER
39807,739648,31,5,311.9,3,2,1,321,Engaged,SILVER
39810,739722,4,7,35.93,3,2,1,321,Engaged,COPPER
39811,739736,28,7,290.47999999999996,3,2,1,321,Engaged,SILVER
39814,739789,41,4,75.54,2,2,1,221,Engaged,COPPER
39817,739826,73,6,585.5500000000001,2,2,2,222,Engaged,SILVER
39822,739941,55,6,53.08,2,2,1,221,Engaged,COPPER
39827,740018,45,5,301.68,2,2,1,221,Engaged,SILVER
39829,740054,51,5,459.97999999999996,2,2,1,221,Engaged,SILVER
39833,740096,25,6,202.22,3,2,1,321,Engaged,BRONZE
39836,740138,19,8,113.32000000000001,3,2,1,321,Engaged,BRONZE
39839,740223,40,4,56.16,2,2,1,221,Engaged,COPPER
39841,740247,4,4,46.22,3,2,1,321,Engaged,COPPER
39844,740305,33,7,176.94999999999996,3,2,1,321,Engaged,BRONZE
39856,740480,23,10,956.13,3,2,2,322,Engaged,SILVER
39862,740610,45,4,132.65,2,2,1,221,Engaged,BRONZE
39864,740623,1,8,125.38999999999999,3,2,1,321,Engaged,BRONZE
39868,740662,0,8,938.58,3,2,2,322,Engaged,SILVER
39871,740723,64,5,142.88,2,2,1,221,Engaged,BRONZE
39873,740727,34,6,351.03999999999996,3,2,1,321,Engaged,SILVER
39877,740754,24,6,5.300000000000001,3,2,1,321,Engaged,COPPER
39879,740782,26,6,391.72999999999996,3,2,1,321,Engaged,SILVER
39880,740797,20,5,796.91,3,2,2,322,Engaged,SILVER
39882,740839,30,6,151.96999999999997,3,2,1,321,Engaged,BRONZE
39894,741079,6,4,110.72,3,2,1,321,Engaged,BRONZE
39896,741122,22,4,28.009999999999998,3,2,1,321,Engaged,COPPER
39900,741175,11,9,272.72,3,2,1,321,Engaged,SILVER
39903,741212,52,5,14.320000000000002,2,2,1,221,Engaged,COPPER
39917,741348,20,7,960.03,3,2,2,322,Engaged,SILVER
39931,741553,40,9,212.04,2,2,1,221,Engaged,BRONZE
39942,741697,0,7,176.29000000000002,3,2,1,321,Engaged,BRONZE
39949,741784,13,4,1107.1399999999999,3,2,2,322,Engaged,SILVER
39951,741800,72,5,68.64,2,2,1,221,Engaged,COPPER
39952,741801,46,5,118.57000000000001,2,2,1,221,Engaged,BRONZE
39954,741858,11,9,329.59,3,2,1,321,Engaged,SILVER
39957,741870,63,4,51.959999999999994,2,2,1,221,Engaged,COPPER
39958,741917,0,4,113.57,3,2,1,321,Engaged,BRONZE
39961,742003,73,4,16.45,2,2,1,221,Engaged,COPPER
39962,742011,10,5,161.07000000000002,3,2,1,321,Engaged,BRONZE
39968,742099,40,5,10.3,2,2,1,221,Engaged,COPPER
39969,742110,60,4,67.43,2,2,1,221,Engaged,COPPER
39970,742122,18,4,120.38000000000002,3,2,1,321,Engaged,BRONZE
39974,742150,1,6,50.93,3,2,1,321,Engaged,COPPER
39978,742178,49,5,183.5,2,2,1,221,Engaged,BRONZE
39983,742236,47,5,322.5,2,2,1,221,Engaged,SILVER
39984,742266,24,4,446.1,3,2,1,321,Engaged,SILVER
39997,742396,57,4,108.84,2,2,1,221,Engaged,BRONZE
39998,742430,4,8,433.37,3,2,1,321,Engaged,SILVER
40007,742550,23,7,177.36,3,2,1,321,Engaged,BRONZE
40013,742612,59,4,444.48,2,2,1,221,Engaged,SILVER
40017,742669,36,5,71.82000000000001,2,2,1,221,Engaged,COPPER
40020,742723,18,4,22.939999999999998,3,2,1,321,Engaged,COPPER
40021,742758,34,8,335.09999999999997,3,2,1,321,Engaged,SILVER
40029,742874,53,4,708.75,2,2,2,222,Engaged,SILVER
40030,742886,31,7,248.39,3,2,1,321,Engaged,SILVER
40033,742908,65,8,57.660000000000004,2,2,1,221,Engaged,COPPER
40037,742963,40,7,215.25,2,2,1,221,Engaged,BRONZE
40039,742978,3,4,43.59,3,2,1,321,Engaged,COPPER
40045,743015,58,4,87.72999999999999,2,2,1,221,Engaged,BRONZE
40046,743020,55,7,365.11,2,2,1,221,Engaged,SILVER
40048,743029,58,6,53.85000000000001,2,2,1,221,Engaged,COPPER
40066,743169,47,7,11.05,2,2,1,221,Engaged,COPPER
40069,743196,44,5,508.11,2,2,2,222,Engaged,SILVER
40070,743229,23,5,150.79,3,2,1,321,Engaged,BRONZE
40076,743275,4,5,172.45000000000002,3,2,1,321,Engaged,BRONZE
40081,743311,18,5,23.07,3,2,1,321,Engaged,COPPER
40082,743321,65,4,55.650000000000006,2,2,1,221,Engaged,COPPER
40083,743368,25,4,44.470000000000006,3,2,1,321,Engaged,COPPER
40093,743568,10,5,64.13000000000001,3,2,1,321,Engaged,COPPER
40095,743577,43,6,141.37,2,2,1,221,Engaged,BRONZE
40097,743595,58,4,106.95,2,2,1,221,Engaged,BRONZE
40117,743868,39,4,188.75000000000006,2,2,1,221,Engaged,BRONZE
40118,743916,31,4,21.92,3,2,1,321,Engaged,COPPER
40121,743940,13,7,1018.0899999999998,3,2,2,322,Engaged,SILVER
40123,743976,57,6,140.41000000000003,2,2,1,221,Engaged,BRONZE
40125,744012,58,9,254.32999999999998,2,2,1,221,Engaged,SILVER
40132,744091,27,6,351.00000000000006,3,2,1,321,Engaged,SILVER
40133,744097,30,4,261.98,3,2,1,321,Engaged,SILVER
40135,744106,39,8,388.77,2,2,1,221,Engaged,SILVER
40136,744129,5,4,150.39,3,2,1,321,Engaged,BRONZE
40138,744160,69,4,43.75,2,2,1,221,Engaged,COPPER
40139,744167,25,10,233.86999999999998,3,2,1,321,Engaged,SILVER
40141,744235,32,7,62.81,3,2,1,321,Engaged,COPPER
40142,744247,5,4,89.55,3,2,1,321,Engaged,BRONZE
40146,744354,20,6,541.49,3,2,2,322,Engaged,SILVER
40148,744380,51,4,31.139999999999997,2,2,1,221,Engaged,COPPER
40149,744398,10,8,298.07,3,2,1,321,Engaged,SILVER
40156,744496,52,4,1692.83,2,2,2,222,Engaged,SILVER
40158,744514,4,7,367.96999999999997,3,2,1,321,Engaged,SILVER
40168,744647,3,7,42.58,3,2,1,321,Engaged,COPPER
40176,744726,49,4,584.77,2,2,2,222,Engaged,SILVER
40177,744734,43,6,491.99,2,2,2,222,Engaged,SILVER
40179,744777,45,7,366.86999999999995,2,2,1,221,Engaged,SILVER
40183,744816,39,7,301.51,2,2,1,221,Engaged,SILVER
40186,744851,58,4,297.89,2,2,1,221,Engaged,SILVER
40187,744856,53,4,514.19,2,2,2,222,Engaged,SILVER
40197,745060,66,4,31.88999999999999,2,2,1,221,Engaged,COPPER
40201,745184,63,4,103.72999999999999,2,2,1,221,Engaged,BRONZE
40207,745278,45,5,154.35,2,2,1,221,Engaged,BRONZE
40211,745309,20,5,54.29999999999999,3,2,1,321,Engaged,COPPER
40212,745311,20,10,360.14000000000004,3,2,1,321,Engaged,SILVER
40213,745339,20,4,872.1800000000001,3,2,2,322,Engaged,SILVER
40217,745406,39,7,120.47,2,2,1,221,Engaged,BRONZE
40227,745596,55,10,353.02,2,2,1,221,Engaged,SILVER
40233,745696,52,10,1143.44,2,2,2,222,Engaged,SILVER
40234,745716,35,4,62.5,2,2,1,221,Engaged,COPPER
40235,745717,26,4,32.1,3,2,1,321,Engaged,COPPER
40240,745775,32,7,212.25,3,2,1,321,Engaged,BRONZE
40241,745831,52,4,1034.5,2,2,2,222,Engaged,SILVER
40243,745871,3,7,399.17999999999995,3,2,1,321,Engaged,SILVER
40245,745875,52,4,56.18999999999999,2,2,1,221,Engaged,COPPER
40248,745899,58,4,111.14,2,2,1,221,Engaged,BRONZE
40250,745941,64,5,55.98,2,2,1,221,Engaged,COPPER
40254,746039,43,9,1658.41,2,2,2,222,Engaged,SILVER
40268,746526,12,8,75.36,3,2,1,321,Engaged,COPPER
40270,746535,47,10,409.36999999999995,2,2,1,221,Engaged,SILVER
40274,746628,4,10,155.97,3,2,1,321,Engaged,BRONZE
40279,746707,29,7,326.94,3,2,1,321,Engaged,SILVER
40282,746732,39,9,559.38,2,2,2,222,Engaged,SILVER
40286,746778,39,5,738.4399999999999,2,2,2,222,Engaged,SILVER
40287,746782,64,6,230.29000000000002,2,2,1,221,Engaged,SILVER
40290,746799,26,10,1604.74,3,2,2,322,Engaged,SILVER
40292,746824,68,5,143.07999999999996,2,2,1,221,Engaged,BRONZE
40294,746828,55,6,295.53000000000003,2,2,1,221,Engaged,SILVER
40297,746891,24,4,129.5,3,2,1,321,Engaged,BRONZE
40302,746939,25,5,92.16,3,2,1,321,Engaged,BRONZE
40303,746962,13,4,42.72,3,2,1,321,Engaged,COPPER
40304,746973,67,4,111.19,2,2,1,221,Engaged,BRONZE
40308,747082,31,8,97.78000000000002,3,2,1,321,Engaged,BRONZE
40311,747163,21,10,112.22,3,2,1,321,Engaged,BRONZE
40321,747258,28,4,957.6699999999998,3,2,2,322,Engaged,SILVER
40329,747394,24,4,41.97,3,2,1,321,Engaged,COPPER
40338,747552,36,9,89.28000000000002,2,2,1,221,Engaged,BRONZE
40339,747576,29,7,392.55999999999995,3,2,1,321,Engaged,SILVER
40343,747663,12,8,3969.93,3,2,3,323,Engaged,SILVER
40344,747678,65,5,1749.57,2,2,3,223,Engaged,SILVER
40350,747742,64,8,1181.3400000000001,2,2,2,222,Engaged,SILVER
40351,747749,46,9,578.86,2,2,2,222,Engaged,SILVER
40355,747794,53,4,72.66,2,2,1,221,Engaged,COPPER
40359,747901,6,9,73.24,3,2,1,321,Engaged,COPPER
40360,747935,56,8,49.870000000000005,2,2,1,221,Engaged,COPPER
40363,747996,0,6,263.68,3,2,1,321,Engaged,SILVER
40365,748022,4,4,29.36,3,2,1,321,Engaged,COPPER
40366,748034,28,5,289.41999999999996,3,2,1,321,Engaged,SILVER
40368,748047,11,7,85.52999999999999,3,2,1,321,Engaged,BRONZE
40371,748084,31,5,83.0,3,2,1,321,Engaged,COPPER
40374,748107,59,9,284.15,2,2,1,221,Engaged,SILVER
40375,748145,13,4,96.69999999999999,3,2,1,321,Engaged,BRONZE
40376,748149,51,5,107.4,2,2,1,221,Engaged,BRONZE
40381,748179,0,6,165.79,3,2,1,321,Engaged,BRONZE
40384,748222,37,8,146.41,2,2,1,221,Engaged,BRONZE
40385,748234,1,4,42.79,3,2,1,321,Engaged,COPPER
40388,748253,49,5,51.650000000000006,2,2,1,221,Engaged,COPPER
40391,748305,57,4,132.32999999999998,2,2,1,221,Engaged,BRONZE
40393,748315,6,10,587.52,3,2,2,322,Engaged,SILVER
40394,748325,52,4,44.75,2,2,1,221,Engaged,COPPER
40404,748455,59,5,131.09,2,2,1,221,Engaged,BRONZE
40405,748457,30,8,1048.9499999999998,3,2,2,322,Engaged,SILVER
40408,748476,22,9,1031.92,3,2,2,322,Engaged,SILVER
40409,748488,70,4,180.64000000000001,2,2,1,221,Engaged,BRONZE
40412,748518,52,6,363.91999999999996,2,2,1,221,Engaged,SILVER
40413,748519,6,5,229.70000000000002,3,2,1,321,Engaged,SILVER
40414,748523,30,8,788.51,3,2,2,322,Engaged,SILVER
40416,748533,59,10,137.63,2,2,1,221,Engaged,BRONZE
40417,748544,30,8,124.72,3,2,1,321,Engaged,BRONZE
40420,748612,43,10,200.45999999999998,2,2,1,221,Engaged,BRONZE
40446,749008,68,8,282.03999999999996,2,2,1,221,Engaged,SILVER
40463,749188,10,6,445.84,3,2,1,321,Engaged,SILVER
40469,749274,21,7,103.71000000000001,3,2,1,321,Engaged,BRONZE
40470,749285,64,8,1071.58,2,2,2,222,Engaged,SILVER
40480,749403,48,7,244.53000000000003,2,2,1,221,Engaged,SILVER
40487,749453,10,7,674.27,3,2,2,322,Engaged,SILVER
40497,749551,53,8,413.59,2,2,1,221,Engaged,SILVER
40506,749698,10,7,1139.97,3,2,2,322,Engaged,SILVER
40507,749705,21,5,42.879999999999995,3,2,1,321,Engaged,COPPER
40519,749842,4,5,171.3,3,2,1,321,Engaged,BRONZE
40521,749847,6,10,158.07999999999998,3,2,1,321,Engaged,BRONZE
40523,749860,11,5,108.25000000000001,3,2,1,321,Engaged,BRONZE
40525,749881,44,5,610.2500000000001,2,2,2,222,Engaged,SILVER
40527,749886,13,5,310.44,3,2,1,321,Engaged,SILVER
40532,749956,45,5,75.9,2,2,1,221,Engaged,COPPER
40535,749973,5,4,28.220000000000002,3,2,1,321,Engaged,COPPER
40536,749978,42,4,2845.34,2,2,3,223,Engaged,SILVER
40537,749993,39,4,999.7600000000001,2,2,2,222,Engaged,SILVER
40543,750059,21,6,405.05000000000007,3,2,1,321,Engaged,SILVER
40544,750074,44,6,98.05999999999999,2,2,1,221,Engaged,BRONZE
40552,750184,41,9,955.0600000000001,2,2,2,222,Engaged,SILVER
40555,750206,28,4,10.64,3,2,1,321,Engaged,COPPER
40558,750243,35,8,235.73000000000002,2,2,1,221,Engaged,SILVER
40562,750275,0,8,94.08999999999999,3,2,1,321,Engaged,BRONZE
40569,750332,26,6,42.7,3,2,1,321,Engaged,COPPER
40573,750403,41,4,30.190000000000005,2,2,1,221,Engaged,COPPER
40574,750444,68,7,422.07000000000005,2,2,1,221,Engaged,SILVER
40577,750483,53,4,132.38,2,2,1,221,Engaged,BRONZE
40578,750485,33,7,213.0,3,2,1,321,Engaged,BRONZE
40583,750522,66,4,59.56,2,2,1,221,Engaged,COPPER
40588,750601,3,6,758.47,3,2,2,322,Engaged,SILVER
40590,750647,52,4,258.46000000000004,2,2,1,221,Engaged,SILVER
40595,750683,44,4,221.26,2,2,1,221,Engaged,SILVER
40596,750685,73,4,188.47,2,2,1,221,Engaged,BRONZE
40604,750756,33,5,267.17,3,2,1,321,Engaged,SILVER
40608,750832,59,5,267.15,2,2,1,221,Engaged,SILVER
40610,750854,59,8,585.99,2,2,2,222,Engaged,SILVER
40611,750911,67,4,15.770000000000001,2,2,1,221,Engaged,COPPER
40616,750948,52,6,224.28,2,2,1,221,Engaged,SILVER
40618,750990,20,4,39.97,3,2,1,321,Engaged,COPPER
40623,751025,55,8,155.67000000000002,2,2,1,221,Engaged,BRONZE
40626,751050,39,8,1229.25,2,2,2,222,Engaged,SILVER
40627,751053,11,9,130.85999999999999,3,2,1,321,Engaged,BRONZE
40629,751065,52,10,475.19000000000005,2,2,2,222,Engaged,SILVER
40630,751066,59,5,105.82000000000001,2,2,1,221,Engaged,BRONZE
40637,751151,10,4,28.01,3,2,1,321,Engaged,COPPER
40639,751173,3,6,1130.0700000000002,3,2,2,322,Engaged,SILVER
40645,751211,5,4,86.11,3,2,1,321,Engaged,BRONZE
40648,751298,47,8,536.9999999999999,2,2,2,222,Engaged,SILVER
40654,751367,35,5,57.18000000000001,2,2,1,221,Engaged,COPPER
40662,751498,33,9,277.21999999999997,3,2,1,321,Engaged,SILVER
40663,751575,52,7,713.56,2,2,2,222,Engaged,SILVER
40671,751641,19,5,25.94,3,2,1,321,Engaged,COPPER
40673,751650,58,6,409.88,2,2,1,221,Engaged,SILVER
40681,751747,32,4,9.68000000000001,3,2,1,321,Engaged,COPPER
40683,751767,4,7,497.6,3,2,2,322,Engaged,SILVER
40687,751835,72,4,20.56,2,2,1,221,Engaged,COPPER
40695,751887,31,4,327.68000000000006,3,2,1,321,Engaged,SILVER
40697,751915,33,5,731.74,3,2,2,322,Engaged,SILVER
40700,751952,31,7,429.46999999999997,3,2,1,321,Engaged,SILVER
40701,751963,20,6,29.94,3,2,1,321,Engaged,COPPER
40702,751978,7,10,471.03999999999996,3,2,2,322,Engaged,SILVER
40705,752027,56,6,125.81999999999998,2,2,1,221,Engaged,BRONZE
40706,752037,12,9,306.31,3,2,1,321,Engaged,SILVER
40712,752093,11,5,54.19,3,2,1,321,Engaged,COPPER
40713,752096,32,7,875.83,3,2,2,322,Engaged,SILVER
40715,752105,10,4,53.68,3,2,1,321,Engaged,COPPER
40720,752174,30,4,150.81,3,2,1,321,Engaged,BRONZE
40723,752226,45,5,1477.65,2,2,2,222,Engaged,SILVER
40727,752283,0,7,273.96,3,2,1,321,Engaged,SILVER
40728,752294,3,5,583.62,3,2,2,322,Engaged,SILVER
40729,752295,67,4,289.55,2,2,1,221,Engaged,SILVER
40731,752300,59,6,68.66000000000001,2,2,1,221,Engaged,COPPER
40733,752326,4,6,1921.6299999999999,3,2,3,323,Engaged,SILVER
40735,752356,6,7,1816.64,3,2,3,323,Engaged,SILVER
40742,752438,59,4,130.15,2,2,1,221,Engaged,BRONZE
40743,752448,5,8,631.64,3,2,2,322,Engaged,SILVER
40744,752449,65,6,403.17,2,2,1,221,Engaged,SILVER
40746,752453,4,7,67.93,3,2,1,321,Engaged,COPPER
40750,752518,23,5,11.24,3,2,1,321,Engaged,COPPER
40752,752539,45,8,941.62,2,2,2,222,Engaged,SILVER
40754,752653,71,5,1156.5900000000001,2,2,2,222,Engaged,SILVER
40756,752708,1,7,161.01000000000002,3,2,1,321,Engaged,BRONZE
40762,752744,3,5,94.47000000000001,3,2,1,321,Engaged,BRONZE
40764,752819,6,9,40.45,3,2,1,321,Engaged,COPPER
40765,752820,53,5,445.00999999999993,2,2,1,221,Engaged,SILVER
40766,752822,10,7,297.13,3,2,1,321,Engaged,SILVER
40767,752842,4,7,92.31,3,2,1,321,Engaged,BRONZE
40768,752854,73,4,52.12,2,2,1,221,Engaged,COPPER
40770,752863,6,8,583.12,3,2,2,322,Engaged,SILVER
40776,752932,3,8,75.29000000000002,3,2,1,321,Engaged,COPPER
40786,753033,52,4,330.3,2,2,1,221,Engaged,SILVER
40792,753127,54,4,16.29,2,2,1,221,Engaged,COPPER
40794,753142,71,7,326.18000000000006,2,2,1,221,Engaged,SILVER
40795,753145,26,4,14.870000000000001,3,2,1,321,Engaged,COPPER
40803,753259,23,5,939.0999999999998,3,2,2,322,Engaged,SILVER
40807,753396,35,8,477.81,2,2,2,222,Engaged,SILVER
40810,753424,19,5,70.27999999999999,3,2,1,321,Engaged,COPPER
40811,753429,4,8,266.4,3,2,1,321,Engaged,SILVER
40813,753514,59,4,101.69000000000001,2,2,1,221,Engaged,BRONZE
40814,753521,11,8,176.05999999999997,3,2,1,321,Engaged,BRONZE
40815,753539,54,5,284.16999999999996,2,2,1,221,Engaged,SILVER
40818,753611,58,4,434.86999999999995,2,2,1,221,Engaged,SILVER
40822,753669,1,8,40.92,3,2,1,321,Engaged,COPPER
40824,753679,5,7,96.39000000000001,3,2,1,321,Engaged,BRONZE
40827,753717,4,4,106.25,3,2,1,321,Engaged,BRONZE
40840,753814,23,4,203.65,3,2,1,321,Engaged,BRONZE
40843,753857,0,5,49.23,3,2,1,321,Engaged,COPPER
40846,753884,27,5,39.160000000000004,3,2,1,321,Engaged,COPPER
40847,753885,10,6,1245.11,3,2,2,322,Engaged,SILVER
40848,753917,40,5,1126.6300000000003,2,2,2,222,Engaged,SILVER
40851,753950,23,7,53.8,3,2,1,321,Engaged,COPPER
40853,753963,57,6,360.85,2,2,1,221,Engaged,SILVER
40857,753985,52,6,227.40000000000006,2,2,1,221,Engaged,SILVER
40858,753988,70,6,103.62,2,2,1,221,Engaged,BRONZE
40865,754054,42,6,177.03000000000003,2,2,1,221,Engaged,BRONZE
40867,754083,40,7,23.54,2,2,1,221,Engaged,COPPER
40869,754090,7,8,262.75,3,2,1,321,Engaged,SILVER
40870,754107,26,4,50.63000000000001,3,2,1,321,Engaged,COPPER
40871,754108,69,4,243.94,2,2,1,221,Engaged,SILVER
40873,754126,3,6,1311.9200000000003,3,2,2,322,Engaged,SILVER
40875,754157,55,4,316.78999999999996,2,2,1,221,Engaged,SILVER
40876,754162,13,4,113.87,3,2,1,321,Engaged,BRONZE
40877,754164,46,5,191.93999999999997,2,2,1,221,Engaged,BRONZE
40883,754207,0,9,611.83,3,2,2,322,Engaged,SILVER
40885,754250,0,4,109.05000000000001,3,2,1,321,Engaged,BRONZE
40888,754286,11,4,229.86000000000004,3,2,1,321,Engaged,SILVER
40894,754378,7,4,185.32,3,2,1,321,Engaged,BRONZE
40895,754389,45,7,90.57000000000001,2,2,1,221,Engaged,BRONZE
40900,754436,11,6,52.8,3,2,1,321,Engaged,COPPER
40911,754564,4,7,830.2700000000001,3,2,2,322,Engaged,SILVER
40913,754580,10,5,98.6,3,2,1,321,Engaged,BRONZE
40914,754603,21,5,31.340000000000003,3,2,1,321,Engaged,COPPER
40919,754653,63,5,169.20999999999998,2,2,1,221,Engaged,BRONZE
40920,754666,74,5,61.980000000000004,2,2,1,221,Engaged,COPPER
40926,754703,44,9,196.9,2,2,1,221,Engaged,BRONZE
40929,754740,16,5,134.6,3,2,1,321,Engaged,BRONZE
40930,754763,19,10,904.48,3,2,2,322,Engaged,SILVER
40931,754772,44,7,132.02,2,2,1,221,Engaged,BRONZE
40932,754796,1,8,105.61,3,2,1,321,Engaged,BRONZE
40933,754811,20,4,151.41,3,2,1,321,Engaged,BRONZE
40939,754884,52,6,58.91,2,2,1,221,Engaged,COPPER
40941,754917,12,5,163.32,3,2,1,321,Engaged,BRONZE
40942,754920,39,5,501.31,2,2,2,222,Engaged,SILVER
40943,754957,45,7,137.22,2,2,1,221,Engaged,BRONZE
40948,755003,48,4,34.68,2,2,1,221,Engaged,COPPER
40954,755066,68,6,542.43,2,2,2,222,Engaged,SILVER
40959,755118,20,8,317.8999999999999,3,2,1,321,Engaged,SILVER
40965,755239,30,8,936.15,3,2,2,322,Engaged,SILVER
40973,755300,67,5,14.52,2,2,1,221,Engaged,COPPER
40975,755320,41,4,259.45,2,2,1,221,Engaged,SILVER
40977,755358,66,4,180.0,2,2,1,221,Engaged,BRONZE
40981,755401,51,6,351.07,2,2,1,221,Engaged,SILVER
40989,755509,19,5,123.94,3,2,1,321,Engaged,BRONZE
40992,755531,46,4,257.86,2,2,1,221,Engaged,SILVER
40994,755559,43,4,106.90999999999998,2,2,1,221,Engaged,BRONZE
41000,755607,31,6,366.96,3,2,1,321,Engaged,SILVER
41001,755614,26,4,161.29999999999998,3,2,1,321,Engaged,BRONZE
41015,755720,0,7,394.83,3,2,1,321,Engaged,SILVER
41016,755733,11,5,42.47,3,2,1,321,Engaged,COPPER
41022,755781,39,9,1246.51,2,2,2,222,Engaged,SILVER
41025,755793,6,7,1358.6599999999999,3,2,2,322,Engaged,SILVER
41028,755844,30,5,89.61,3,2,1,321,Engaged,BRONZE
41031,755863,55,5,259.01,2,2,1,221,Engaged,SILVER
41032,755864,10,9,505.2399999999999,3,2,2,322,Engaged,SILVER
41033,755885,53,4,98.13,2,2,1,221,Engaged,BRONZE
41037,755930,67,4,119.4,2,2,1,221,Engaged,BRONZE
41044,756004,43,5,414.69000000000005,2,2,1,221,Engaged,SILVER
41046,756011,20,4,349.81,3,2,1,321,Engaged,SILVER
41054,756102,7,9,63.589999999999996,3,2,1,321,Engaged,COPPER
41062,756175,31,10,596.91,3,2,2,322,Engaged,SILVER
41068,756312,39,7,274.59,2,2,1,221,Engaged,SILVER
41073,756359,4,5,138.98,3,2,1,321,Engaged,BRONZE
41078,756433,72,4,46.65,2,2,1,221,Engaged,COPPER
41082,756450,42,4,273.82,2,2,1,221,Engaged,SILVER
41083,756458,28,4,222.15,3,2,1,321,Engaged,SILVER
41087,756488,12,5,119.22000000000001,3,2,1,321,Engaged,BRONZE
41089,756514,32,6,315.87,3,2,1,321,Engaged,SILVER
41090,756523,57,5,1778.1999999999998,2,2,3,223,Engaged,SILVER
41095,756560,23,9,245.42,3,2,1,321,Engaged,SILVER
41099,756584,6,4,143.44000000000005,3,2,1,321,Engaged,BRONZE
41101,756605,52,7,363.51,2,2,1,221,Engaged,SILVER
41105,756634,10,9,340.44,3,2,1,321,Engaged,SILVER
41110,756656,23,10,455.5100000000001,3,2,1,321,Engaged,SILVER
41111,756657,4,7,157.83,3,2,1,321,Engaged,BRONZE
41112,756683,12,6,291.74,3,2,1,321,Engaged,SILVER
41119,756712,33,7,1324.3199999999997,3,2,2,322,Engaged,SILVER
41132,756837,10,8,216.03,3,2,1,321,Engaged,BRONZE
41133,756842,30,4,168.08999999999997,3,2,1,321,Engaged,BRONZE
41140,756925,0,4,58.81999999999999,3,2,1,321,Engaged,COPPER
41141,756927,4,4,132.89000000000001,3,2,1,321,Engaged,BRONZE
41145,756961,31,5,253.96,3,2,1,321,Engaged,SILVER
41147,756982,58,6,366.85,2,2,1,221,Engaged,SILVER
41150,757040,10,5,247.67,3,2,1,321,Engaged,SILVER
41153,757049,3,5,230.73000000000002,3,2,1,321,Engaged,SILVER
41154,757080,5,5,33.8,3,2,1,321,Engaged,COPPER
41158,757103,23,8,108.08,3,2,1,321,Engaged,BRONZE
41161,757181,60,8,422.9299999999999,2,2,1,221,Engaged,SILVER
41180,757447,10,4,106.05999999999999,3,2,1,321,Engaged,BRONZE
41181,757472,33,4,226.84999999999997,3,2,1,321,Engaged,SILVER
41183,757474,4,4,248.46,3,2,1,321,Engaged,SILVER
41184,757496,30,4,372.58,3,2,1,321,Engaged,SILVER
41185,757522,18,10,60.120000000000005,3,2,1,321,Engaged,COPPER
41194,757633,13,6,197.06,3,2,1,321,Engaged,BRONZE
41196,757646,6,8,284.47,3,2,1,321,Engaged,SILVER
